,pdbid,-logKd/Ki,include,set
9558,3iu9,6.62,True,general
9559,3ka2,6.62,True,general
9560,3ljo,6.62,True,refined
9561,3m93,6.62,True,general
9562,3opm,6.62,True,general
9563,3ozp,6.62,True,refined
9564,3umx,6.62,True,general
9565,4btk,6.62,True,refined
9566,4er1,6.62,True,refined
9567,4gfo,6.62,True,refined
9568,4ixv,6.62,True,general
9569,4mpn,6.62,True,refined
9570,4rd0,6.62,True,refined
9571,4txc,6.62,True,general
9572,4unq,6.62,True,general
9573,4x8n,6.62,True,general
9574,4y94,6.62,True,general
9575,4znx,6.62,True,general
9576,5ejl,6.62,True,general
9577,5l6h,6.62,True,general
9578,5m55,6.62,True,general
9579,5mw3,6.62,True,general
9580,5o9h,6.62,True,general
9581,5op2,6.62,True,general
9582,5q0j,6.62,True,general
9583,5syn,6.62,True,general
9584,5t1l,6.62,True,general
9585,5t37,6.62,True,general
9586,5ugd,6.62,True,general
9587,5unj,6.62,True,general
9588,5v42,6.62,True,general
9589,5w10,6.62,True,general
9590,5wjj,6.62,True,general
9591,5yjp,6.62,True,general
9592,6eqv,6.62,True,refined
9593,6g38,6.62,True,refined
9594,8lpr,6.62,True,general
9595,2exc,6.63,True,general
9596,2qlq,6.63,True,general
9597,2x7t,6.63,True,refined
9598,2yfe,6.63,True,core
9599,3arb,6.63,True,general
9600,3f8f,6.63,True,refined
9601,3os3,6.63,True,general
9602,3wf8,6.63,True,general
9603,4eyr,6.63,True,general
9604,4jg1,6.63,True,general
9605,4k77,6.63,True,core
9606,4l0v,6.63,True,general
9607,4lyw,6.63,True,refined
9608,4nw7,6.63,True,general
9609,4pv7,6.63,True,general
9610,4rsc,6.63,True,general
9611,4xip,6.63,True,refined
9612,4xrq,6.63,True,general
9613,5jt9,6.63,True,refined
9614,5u2c,6.63,True,general
9615,6b97,6.63,True,refined
9616,6djc,6.63,True,general
9617,6elp,6.63,True,refined
9618,1lcp,6.64,True,refined
9619,1sln,6.64,True,refined
9620,1tmm,6.64,True,general
9621,2b1g,6.64,True,refined
9622,2d3z,6.64,True,refined
9623,2gej,6.64,True,general
9624,2h96,6.64,True,general
9625,2jdo,6.64,True,general
9626,2kpl,6.64,True,general
9627,2oi3,6.64,True,general
9628,2srt,6.64,True,general
9629,2wap,6.64,True,general
9630,2wbd,6.64,True,general
9631,2wi6,6.64,True,general
9632,2za0,6.64,True,refined
9633,3b26,6.64,True,refined
9634,3cf1,6.64,True,general
9635,3eoc,6.64,True,general
9636,3fee,6.64,True,refined
9637,3g76,6.64,True,general
9638,3zy5,6.64,True,general
9639,4cc6,6.64,True,general
9640,4e8z,6.64,True,general
9641,4io8,6.64,True,general
9642,4jit,6.64,True,general
9643,4rxe,6.64,True,general
9644,5abp,6.64,True,general
9645,5i2e,6.64,True,refined
9646,5jap,6.64,True,general
9647,5jat,6.64,True,general
9648,5ko1,6.64,True,refined
9649,5l3j,6.64,True,general
9650,5lcj,6.64,True,general
9651,5nk8,6.64,True,refined
9652,5nu3,6.64,True,general
9653,5ul1,6.64,True,general
9654,5y8w,6.64,True,general
9655,6czv,6.64,True,general
9656,6dxx,6.64,True,general
9657,2j75,6.65,True,refined
9658,2pre,6.65,True,general
9659,3eio,6.65,True,general
9660,3mzc,6.65,True,refined
9661,3zpr,6.65,True,general
9662,4hww,6.65,True,general
9663,4yha,6.65,True,refined
9664,6cwn,6.65,True,refined
9665,6guf,6.65,True,general
9666,1a4r,6.66,True,refined
9667,1cps,6.66,True,refined
9668,1elc,6.66,True,refined
9669,1h3h,6.66,True,general
9670,1o3p,6.66,True,general
9671,1pxp,6.66,True,refined
9672,1wur,6.66,True,refined
9673,2c5n,6.66,True,general
9674,2c8x,6.66,True,general
9675,2j7w,6.66,True,general
9676,2v5x,6.66,True,general
9677,2vx1,6.66,True,general
9678,2xj7,6.66,True,core
9679,2y5k,6.66,True,general
9680,2yz3,6.66,True,refined
9681,2zm1,6.66,True,general
9682,3iej,6.66,True,general
9683,3lnj,6.66,True,general
9684,3lp2,6.66,True,general
9685,3ow6,6.66,True,general
9686,3pwd,6.66,True,refined
9687,3shv,6.66,True,general
9688,3uat,6.66,True,general
9689,3zj6,6.66,True,refined
9690,4bjb,6.66,True,general
9691,4e96,6.66,True,general
9692,4izm,6.66,True,general
9693,4j08,6.66,True,general
9694,4jr3,6.66,True,general
9695,4jv6,6.66,True,general
9696,4ps1,6.66,True,general
9697,4v27,6.66,True,refined
9698,4y24,6.66,True,general
9699,4yqu,6.66,True,general
9700,4z2g,6.66,True,general
9701,4z7h,6.66,True,general
9702,4zjw,6.66,True,general
9703,5cls,6.66,True,general
9704,5cy9,6.66,True,refined
9705,5g6u,6.66,True,general
9706,5m6f,6.66,True,general
9707,5mja,6.66,True,general
9708,5mz3,6.66,True,general
9709,5n9t,6.66,True,general
9710,5nxi,6.66,True,refined
9711,5wyx,6.66,True,refined
9712,5wzt,6.66,True,general
9713,6aps,6.66,True,general
9714,6bfw,6.66,True,general
9715,6bh0,6.66,True,general
9716,6biy,6.66,True,general
9717,6c5q,6.66,True,general
9718,6dar,6.66,True,refined
9719,6fa2,6.66,True,general
9720,6g6y,6.66,True,general
9721,6g6z,6.66,True,general
9722,6giu,6.66,True,general
9723,6htt,6.66,True,general
9724,2etm,6.67,True,general
9725,3ew2,6.67,True,general
9726,3g19,6.67,True,refined
9727,4yl1,6.67,True,general
9728,5aad,6.67,True,general
9729,5cav,6.67,True,general
9730,5fho,6.67,True,refined
9731,5o11,6.67,True,general
9732,5op5,6.67,True,refined
9733,6b1k,6.67,True,refined
9734,6bbx,6.67,True,refined
9735,6ee6,6.67,True,general
9736,1bdr,6.68,True,general
9737,1c5x,6.68,True,refined
9738,1mai,6.68,True,refined
9739,1oiu,6.68,True,general
9740,1zeo,6.68,True,general
9741,2cm7,6.68,True,general
9742,2fqw,6.68,True,refined
9743,2iwx,6.68,True,core
9744,2of2,6.68,True,general
9745,2ony,6.68,True,general
9746,2qbs,6.68,True,refined
9747,2qp6,6.68,True,general
9748,2rcu,6.68,True,general
9749,2wf0,6.68,True,general
9750,2wtd,6.68,True,general
9751,3dab,6.68,True,general
9752,3ddq,6.68,True,general
9753,3fhr,6.68,True,general
9754,3ie3,6.68,True,general
9755,3lpf,6.68,True,general
9756,3o75,6.68,True,refined
9757,3qa2,6.68,True,general
9758,3su1,6.68,True,refined
9759,3ttj,6.68,True,general
9760,3ws8,6.68,True,general
9761,3zhx,6.68,True,refined
9762,4acm,6.68,True,general
9763,4ca8,6.68,True,refined
9764,4ew2,6.68,True,refined
9765,4h39,6.68,True,general
9766,4h4e,6.68,True,general
9767,4l2g,6.68,True,general
9768,4q6r,6.68,True,general
9769,4qmz,6.68,True,general
9770,4rrs,6.68,True,general
9771,4ttv,6.68,True,general
9772,4wpn,6.68,True,general
9773,5h0e,6.68,True,general
9774,5h6v,6.68,True,general
9775,5l2w,6.68,True,general
9776,5n8v,6.68,True,general
9777,5o4f,6.68,True,refined
9778,5t90,6.68,True,general
9779,5wzv,6.68,True,general
9780,5y0f,6.68,True,general
9781,5y5t,6.68,True,general
9782,6ayi,6.68,True,refined
9783,6bgw,6.68,True,general
9784,2jew,6.69,True,refined
9785,2xn5,6.69,True,refined
9786,3wf7,6.69,True,general
9787,4b4m,6.69,True,general
9788,4d8i,6.69,True,general
9789,4mm6,6.69,True,general
9790,5a6x,6.69,True,refined
9791,5alf,6.69,True,general
9792,5ejv,6.69,True,general
9793,5fs5,6.69,True,refined
9794,5ho6,6.69,True,general
9795,5m0s,6.69,True,general
9796,5yhe,6.69,True,refined
9797,6ee4,6.69,True,general
9798,1a09,6.7,True,general
9799,1a50,6.7,True,general
9800,1b0h,6.7,True,refined
9801,1b3g,6.7,True,refined
9802,1dfo,6.7,True,general
9803,1eld,6.7,True,refined
9804,1f3e,6.7,True,refined
9805,1fo3,6.7,True,general
9806,1gca,6.7,True,general
9807,1hp0,6.7,True,general
9808,1i7i,6.7,True,general
9809,1jq3,6.7,True,general
9810,1ke3,6.7,True,general
9811,1kf6,6.7,True,general
9812,1koj,6.7,True,refined
9813,1lfo,6.7,True,general
9814,1mwn,6.7,True,general
9815,1nki,6.7,True,refined
9816,1nms,6.7,True,general
9817,1p10,6.7,True,general
9818,1rdt,6.7,True,general
9819,1rek,6.7,True,general
9820,1unl,6.7,True,general
9821,1xdd,6.7,True,general
9822,1xr8,6.7,True,general
9823,1z6q,6.7,True,general
9824,2a5s,6.7,True,refined
9825,2emt,6.7,True,general
9826,2eum,6.7,True,general
9827,2evl,6.7,True,refined
9828,2fwy,6.7,True,general
9829,2is0,6.7,True,general
9830,2j2i,6.7,True,general
9831,2kup,6.7,True,general
9832,2lcs,6.7,True,general
9833,2lkk,6.7,True,general
9834,2ow0,6.7,True,general
9835,2oxx,6.7,True,refined
9836,2py4,6.7,True,refined
9837,2va7,6.7,True,general
9838,2x7d,6.7,True,general
9839,2xx5,6.7,True,general
9840,3c7n,6.7,True,general
9841,3eko,6.7,True,refined
9842,3hzk,6.7,True,refined
9843,3ipb,6.7,True,general
9844,3k3b,6.7,True,general
9845,3mb7,6.7,True,general
9846,3mhi,6.7,True,refined
9847,3oyl,6.7,True,general
9848,3pck,6.7,True,refined
9849,3pgu,6.7,True,refined
9850,3rk7,6.7,True,general
9851,3sff,6.7,True,general
9852,3t60,6.7,True,refined
9853,3t64,6.7,True,refined
9854,3upf,6.7,True,general
9855,3zs0,6.7,True,general
9856,4apr,6.7,True,general
9857,4azy,6.7,True,general
9858,4bo0,6.7,True,general
9859,4ewn,6.7,True,refined
9860,4f09,6.7,True,core
9861,4fns,6.7,True,general
9862,4hy0,6.7,True,general
9863,4io2,6.7,True,refined
9864,4jjs,6.7,True,general
9865,4jyc,6.7,True,refined
9866,4jz1,6.7,True,refined
9867,4k4f,6.7,True,general
9868,4lh5,6.7,True,general
9869,4lkj,6.7,True,general
9870,4m13,6.7,True,refined
9871,4m14,6.7,True,refined
9872,4m7b,6.7,True,general
9873,4mex,6.7,True,general
9874,4mue,6.7,True,general
9875,4mw2,6.7,True,general
9876,4o1l,6.7,True,general
9877,4o2p,6.7,True,refined
9878,4os2,6.7,True,general
9879,4pyv,6.7,True,general
9880,4qhc,6.7,True,general
9881,4qta,6.7,True,general
9882,4qtb,6.7,True,general
9883,4tzm,6.7,True,general
9884,4u5t,6.7,True,general
9885,4uit,6.7,True,general
9886,4uns,6.7,True,general
9887,5ar4,6.7,True,general
9888,5d75,6.7,True,general
9889,5dhj,6.7,True,general
9890,5f2s,6.7,True,general
9891,5g17,6.7,True,refined
9892,5g5v,6.7,True,refined
9893,5i5x,6.7,True,general
9894,5kcx,6.7,True,general
9895,5l6j,6.7,True,general
9896,5lc0,6.7,True,general
9897,5mmn,6.7,True,general
9898,5nvv,6.7,True,refined
9899,5tgc,6.7,True,general
9900,5v1d,6.7,True,general
9901,5v84,6.7,True,general
9902,5wys,6.7,True,general
9903,5y0g,6.7,True,general
9904,5yzd,6.7,True,general
9905,6c8p,6.7,True,general
9906,6ciy,6.7,True,general
9907,6d28,6.7,True,general
9908,6e4w,6.7,True,general
9909,6ebe,6.7,True,refined
9910,6eda,6.7,True,general
9911,6f2n,6.7,True,general
9912,6ftn,6.7,True,general
9913,6fyi,6.7,True,general
9914,6g5j,6.7,True,general
9915,6nao,6.7,True,general
9916,1w82,6.71,True,general
9917,2f94,6.71,True,refined
9918,4cd5,6.71,True,refined
9919,4jrg,6.71,True,general
9920,4og6,6.71,True,general
9921,4pvy,6.71,True,refined
9922,5kls,6.71,True,general
9923,5odx,6.71,True,refined
9924,5op4,6.71,True,refined
9925,5tt3,6.71,True,refined
9926,5u2f,6.71,True,general
9927,5z89,6.71,True,general
9928,6bvb,6.71,True,general
9929,6ee2,6.71,True,general
9930,6ghh,6.71,True,refined
9931,6gi6,6.71,True,general
9932,1n4m,6.72,True,general
9933,1ov3,6.72,True,general
9934,1rbp,6.72,True,refined
9935,2f3f,6.72,True,general
9936,2jdu,6.72,True,refined
9937,2pjl,6.72,True,general
9938,2rt5,6.72,True,general
9939,2vpn,6.72,True,refined
9940,2w3o,6.72,True,general
9941,2x8i,6.72,True,general
9942,2xc0,6.72,True,refined
9943,2xne,6.72,True,general
9944,2zz6,6.72,True,general
9945,3aqt,6.72,True,refined
9946,3bm9,6.72,True,general
9947,3bxz,6.72,True,general
9948,3diw,6.72,True,general
9949,3fun,6.72,True,general
9950,3g7l,6.72,True,general
9951,3gst,6.72,True,refined
9952,3kyr,6.72,True,general
9953,3l4v,6.72,True,refined
9954,3l4z,6.72,True,refined
9955,4bb4,6.72,True,general
9956,4djv,6.72,True,core
9957,4dv9,6.72,True,general
9958,4dvi,6.72,True,general
9959,4flp,6.72,True,refined
9960,4h58,6.72,True,general
9961,4i73,6.72,True,general
9962,4i74,6.72,True,refined
9963,4lwc,6.72,True,general
9964,4o0a,6.72,True,refined
9965,4q4e,6.72,True,general
9966,4raq,6.72,True,general
9967,4uia,6.72,True,general
9968,4xv9,6.72,True,general
9969,5e1m,6.72,True,general
9970,5fwg,6.72,True,general
9971,5izk,6.72,True,general
9972,5j1w,6.72,True,general
9973,5ng9,6.72,True,general
9974,5o58,6.72,True,refined
9975,5tqe,6.72,True,general
9976,5ulg,6.72,True,general
9977,5v3y,6.72,True,general
9978,5vb7,6.72,True,refined
9979,5ya5,6.72,True,refined
9980,6dge,6.72,True,general
9981,6etj,6.72,True,general
9982,6fo5,6.72,True,refined
9983,6ht8,6.72,True,general
9984,6hu1,6.72,True,general
9985,1jld,6.73,True,general
9986,1o6h,6.73,True,general
9987,1wvj,6.73,True,refined
9988,1x7q,6.73,True,general
9989,2cma,6.73,True,general
9990,2q8s,6.73,True,general
9991,4a51,6.73,True,general
9992,4kby,6.73,True,general
9993,4mx0,6.73,True,general
9994,4pum,6.73,True,refined
9995,4r5b,6.73,True,refined
9996,4w9h,6.73,True,core
9997,5aly,6.73,True,general
9998,5am6,6.73,True,refined
9999,5gvm,6.73,True,general
10000,5i8p,6.73,True,general
10001,5ia0,6.73,True,refined
10002,5js3,6.73,True,refined
10003,1add,6.74,True,refined
10004,1r5h,6.74,True,general
10005,1tmb,6.74,True,general
10006,1usi,6.74,True,refined
10007,2azc,6.74,True,general
10008,2p3d,6.74,True,general
10009,2pax,6.74,True,general
10010,2uzd,6.74,True,general
10011,2vex,6.74,True,general
10012,2vj9,6.74,True,general
10013,2wxf,6.74,True,general
10014,2x91,6.74,True,refined
10015,2x9e,6.74,True,general
10016,2zc9,6.74,True,refined
10017,2zgx,6.74,True,refined
10018,3anq,6.74,True,general
10019,3dgo,6.74,True,refined
10020,3fh8,6.74,True,general
10021,3fzy,6.74,True,refined
10022,3heg,6.74,True,general
10023,3hng,6.74,True,general
10024,3m67,6.74,True,refined
10025,3mv5,6.74,True,general
10026,3n6k,6.74,True,general
10027,3oim,6.74,True,refined
10028,3pdh,6.74,True,general
10029,3pdq,6.74,True,general
10030,3q6s,6.74,True,general
10031,3r21,6.74,True,general
10032,3s0n,6.74,True,general
10033,3wav,6.74,True,general
10034,3zm5,6.74,True,general
10035,4bo6,6.74,True,general
10036,4ca6,6.74,True,refined
10037,4cy1,6.74,True,general
10038,4ew3,6.74,True,refined
10039,4f9y,6.74,True,refined
10040,4hwr,6.74,True,general
10041,4j0t,6.74,True,general
10042,4lg6,6.74,True,general
10043,4lxz,6.74,True,refined
10044,4odn,6.74,True,general
10045,4oyk,6.74,True,general
10046,4p4e,6.74,True,general
10047,4rxz,6.74,True,general
10048,4wlb,6.74,True,general
10049,4wmu,6.74,True,general
10050,4ylk,6.74,True,general
10051,4zpf,6.74,True,general
10052,5fv7,6.74,True,general
10053,5ih8,6.74,True,general
10054,5j27,6.74,True,refined
10055,5nk2,6.74,True,refined
10056,5u7m,6.74,True,general
10057,5uzk,6.74,True,general
10058,5x73,6.74,True,general
10059,5xsu,6.74,True,general
10060,5yu9,6.74,True,general
10061,5za9,6.74,True,refined
10062,6bgv,6.74,True,general
10063,6di1,6.74,True,general
10064,6htz,6.74,True,general
10065,1cx9,6.75,True,general
10066,1h5u,6.75,True,general
10067,3ekq,6.75,True,general
10068,3ikd,6.75,True,refined
10069,4ci2,6.75,True,general
10070,4cwt,6.75,True,refined
10071,6fa5,6.75,True,general
10072,6faa,6.75,True,refined
10073,6fac,6.75,True,general
10074,1rw8,6.76,True,general
10075,1w22,6.76,True,general
10076,2on6,6.76,True,refined
10077,3ard,6.76,True,general
10078,4b4g,6.76,True,general
10079,4dce,6.76,True,general
10080,4fn5,6.76,True,general
10081,4hlc,6.76,True,general
10082,4jg0,6.76,True,general
10083,4jzf,6.76,True,general
10084,4pvx,6.76,True,refined
10085,5jmw,6.76,True,general
10086,5klt,6.76,True,general
10087,5nr8,6.76,True,general
10088,5q0u,6.76,True,general
10089,5wa9,6.76,True,refined
10090,6f9v,6.76,True,refined
10091,1bkj,6.77,True,general
10092,1bzh,6.77,True,general
10093,1hk2,6.77,True,general
10094,1mqd,6.77,True,general
10095,1ms7,6.77,True,general
10096,1o30,6.77,True,refined
10097,1o3j,6.77,True,refined
10098,1o3k,6.77,True,general
10099,1om1,6.77,True,refined
10100,1ony,6.77,True,refined
10101,1qb1,6.77,True,refined
10102,1y19,6.77,True,general
10103,2c1a,6.77,True,general
10104,2hyy,6.77,True,general
10105,2jdt,6.77,True,general
10106,2piz,6.77,True,general
10107,2rvn,6.77,True,general
10108,2vo7,6.77,True,general
10109,2w10,6.77,True,general
10110,2x2m,6.77,True,general
10111,2xb9,6.77,True,general
10112,3evf,6.77,True,general
10113,3fas,6.77,True,refined
10114,3fvn,6.77,True,refined
10115,3gjt,6.77,True,general
10116,3ine,6.77,True,general
10117,3m40,6.77,True,refined
10118,3zcz,6.77,True,general
10119,4cwp,6.77,True,refined
10120,4gj7,6.77,True,general
10121,4hlm,6.77,True,general
10122,4i10,6.77,True,general
10123,4j8t,6.77,True,general
10124,4loi,6.77,True,refined
10125,4nzo,6.77,True,general
10126,4p4f,6.77,True,general
10127,4x48,6.77,True,refined
10128,4x63,6.77,True,general
10129,4zup,6.77,True,general
10130,5ayt,6.77,True,refined
10131,5c26,6.77,True,general
10132,5ecv,6.77,True,general
10133,5eue,6.77,True,general
10134,5fh8,6.77,True,refined
10135,5htb,6.77,True,general
10136,5jrq,6.77,True,general
10137,5khi,6.77,True,general
10138,5mi5,6.77,True,general
10139,5ngs,6.77,True,general
10140,5nvw,6.77,True,refined
10141,5nvz,6.77,True,general
10142,5ugh,6.77,True,general
10143,3fal,6.78,True,general
10144,3gcu,6.78,True,refined
10145,3kyf,6.78,True,general
10146,3l9l,6.78,True,general
10147,4hnp,6.78,True,general
10148,4kqo,6.78,True,general
10149,4ui5,6.78,True,general
10150,4wy7,6.78,True,general
10151,5ahu,6.78,True,general
10152,5gvp,6.78,True,general
10153,5mte,6.78,True,general
10154,5uzj,6.78,True,general
10155,5yh8,6.78,True,refined
10156,5zaf,6.78,True,refined
10157,6cho,6.78,True,general
10158,2rcb,6.79,True,refined
10159,3su0,6.79,True,refined
10160,4i9s,6.79,True,general
10161,4l31,6.79,True,general
10162,4ogj,6.79,True,core
10163,4wkv,6.79,True,general
10164,4xnv,6.79,True,general
10165,5dy5,6.79,True,general
10166,5nrf,6.79,True,general
10167,5uga,6.79,True,general
10168,5ugb,6.79,True,general
10169,5y94,6.79,True,refined
10170,1bl6,6.8,True,general
10171,1fl3,6.8,True,refined
10172,1mkd,6.8,True,general
10173,1nq7,6.8,True,refined
10174,1okx,6.8,True,general
10175,1p1n,6.8,True,core
10176,1ttv,6.8,True,general
10177,1ung,6.8,True,general
10178,1y2e,6.8,True,general
10179,2ai8,6.8,True,general
10180,2i0v,6.8,True,general
10181,2n3k,6.8,True,general
10182,2xhm,6.8,True,refined
10183,2xm8,6.8,True,general
10184,2xnm,6.8,True,general
10185,2xu3,6.8,True,general
10186,3c4c,6.8,True,general
10187,3c88,6.8,True,refined
10188,3d94,6.8,True,general
10189,3fui,6.8,True,general
10190,3fv8,6.8,True,general
10191,3fx6,6.8,True,refined
10192,3ihz,6.8,True,general
10193,3kc3,6.8,True,general
10194,3mbp,6.8,True,general
10195,3qcq,6.8,True,general
10196,3qn7,6.8,True,general
10197,3s2v,6.8,True,refined
10198,3sdk,6.8,True,general
10199,3t03,6.8,True,general
10200,3uib,6.8,True,general
10201,3uvk,6.8,True,general
10202,3zke,6.8,True,general
10203,3zrl,6.8,True,general
10204,4aro,6.8,True,general
10205,4er4,6.8,True,general
10206,4g2f,6.8,True,general
10207,4j0a,6.8,True,general
10208,4l7f,6.8,True,general
10209,4lkg,6.8,True,general
10210,4qo9,6.8,True,general
10211,4u0s,6.8,True,general
10212,4wno,6.8,True,general
10213,4xt9,6.8,True,general
10214,4yoz,6.8,True,general
10215,5a83,6.8,True,general
10216,5acb,6.8,True,general
10217,5c83,6.8,True,general
10218,5elv,6.8,True,general
10219,5fqt,6.8,True,general
10220,5j8m,6.8,True,refined
10221,5l72,6.8,True,general
10222,5nk6,6.8,True,refined
10223,5vlh,6.8,True,general
10224,5wae,6.8,True,general
10225,5y8c,6.8,True,general
10226,6bsm,6.8,True,general
10227,6cve,6.8,True,general
10228,6ej4,6.8,True,general
10229,6eo9,6.8,True,general
10230,2f3e,6.81,True,general
10231,2uwp,6.81,True,refined
10232,3bc3,6.81,True,general
10233,3mo0,6.81,True,general
10234,4ci3,6.81,True,general
10235,4eqf,6.81,True,general
10236,4m48,6.81,True,general
10237,5cnm,6.81,True,general
10238,5etx,6.81,True,general
10239,5vo2,6.81,True,general
10240,5wlt,6.81,True,general
10241,5zae,6.81,True,refined
10242,1db5,6.82,True,general
10243,1drk,6.82,True,refined
10244,1fhd,6.82,True,refined
10245,1fsy,6.82,True,general
10246,1hgt,6.82,True,general
10247,1jeu,6.82,True,refined
10248,1k1n,6.82,True,refined
10249,1lrh,6.82,True,refined
10250,1n7t,6.82,True,general
10251,1nnu,6.82,True,general
10252,1o37,6.82,True,general
10253,1o38,6.82,True,refined
10254,1pmv,6.82,True,general
10255,1s9t,6.82,True,general
10256,1tr7,6.82,True,general
10257,1uwf,6.82,True,refined
10258,1xh7,6.82,True,general
10259,2ath,6.82,True,general
10260,2b1i,6.82,True,refined
10261,2c94,6.82,True,refined
10262,2d41,6.82,True,general
10263,2etk,6.82,True,general
10264,2etr,6.82,True,general
10265,2g97,6.82,True,general
10266,2jk9,6.82,True,general
10267,2mwy,6.82,True,general
10268,2oxd,6.82,True,refined
10269,2pym,6.82,True,refined
10270,2r9s,6.82,True,general
10271,2rfh,6.82,True,refined
10272,2v5a,6.82,True,general
10273,2v8w,6.82,True,refined
10274,2wk2,6.82,True,general
10275,2xyd,6.82,True,refined
10276,2y1d,6.82,True,general
10277,2ydi,6.82,True,general
10278,2zq0,6.82,True,refined
10279,3cqu,6.82,True,general
10280,3dnj,6.82,True,general
10281,3dx2,6.82,True,core
10282,3ipe,6.82,True,general
10283,3kb3,6.82,True,general
10284,3m3x,6.82,True,refined
10285,3n5e,6.82,True,general
10286,3ncg,6.82,True,general
10287,3qbh,6.82,True,general
10288,3s75,6.82,True,refined
10289,3s9t,6.82,True,general
10290,3t5i,6.82,True,general
10291,3tdz,6.82,True,general
10292,3ufl,6.82,True,general
10293,3uix,6.82,True,general
10294,3vf8,6.82,True,general
